LOGMSTAR,MU_DELTA,LOGMH,LOGMH_S,LOGMGAS,NAME,B_A,B_A_INNERDISK
7.93,7.81553,10.7068,10.7951,8.66099,rf0703 ,0.64,0.63386
8.05,6.77819,10.7489,10.816,8.73314,rf0704 ,0.34,0.295237
8.89,7.80115,11.4919,11.4989,9.42348,rf0705 ,0.43,0.497374
9.81,9.41637,11.4919,11.4989,9.9091,rf0706 ,0.77,0.777396
8.55,8.76646,10.8899,10.9349,8.47943,rf0707 ,0.81,0.815424
8.15,7.4549,10.787,10.837,8.56317,rf0708 ,0.56,0.594788
8.03,7.14579,10.7073,10.8121,8.48422,rf0709 ,0.43,0.46987
8.21,7.47375,10.8849,10.8679,8.53758,rf0710 ,0.64,0.56616
8.97,8.57046,11.2019,11.1739,8.8493,rf0711 ,0.73,0.731213
8.11,8.12685,12.6739,12.3309,8.52317,rf0712 ,0.49,0.565313
8.81,7.35526,11.1609,11.0329,9.88005,rf0713 ,0.71,0.486027
8.69,7.64187,11.2019,11.1739,9.07519,rf0714 ,0.66,0.648526
8.41,7.91466,12.3089,12.3759,8.58118,rf0715 ,0.46,0.454255
9.97,8.51562,11.6089,11.6179,10.0237,rf0716 ,0.4,0.373847
8.29,8.12381,11.6089,11.6179,8.07049,rf0717 ,0.51,0.589831
8.17,8.11281,10.7349,10.8416,8.28972,rf0718 ,0.66,0.676521
10.91,9.2676,12.8289,12.7169,10.4718,rf0719 ,0.71,0.889788
9.29,8.55246,12.8289,12.7169,9.5872,rf0720 ,0.85,0.772036
8.13,7.8138,10.6782,10.8325,7.98607,rf0721 ,0.52,0.562267
8.33,7.85175,12.8289,12.7169,7.66483,rf0722 ,0.67,0.764907
8.99,8.5847,12.8289,12.7169,8.95733,rf0723 ,0.62,0.630022
10.37,8.34162,11.8019,11.8439,9.9613,rf0724 ,0.26,0.260624
8.47,8.01382,10.8609,10.9109,8.64118,rf0725 ,0.49,0.521198
8.61,8.0092,10.8044,10.9663,8.17179,rf0726 ,0.45,0.451923
8.09,8.09842,10.7331,10.824,8.51697,rf0728 ,0.72,0.720826
8.49,8.35667,11.7049,11.8779,8.12235,rf0729 ,0.94,0.927541
9.69,8.60382,11.7049,11.8779,8.81254,rf0730 ,0.31,0.330394
8.31,7.99681,10.8028,10.8768,8.63758,rf0731 ,0.81,0.841414
8.65,7.61674,12.6229,12.7239,8.08696,rf0732 ,0.71,0.529431
8.93,8.22455,11.1709,11.2889,7.8539,rf0733 ,0.88,0.806743
9.85,9.1483,11.4009,11.5619,8.79253,rf0734 ,0.82,0.824463
8.77,7.88511,11.0119,11.1569,8.33663,rf0736 ,0.5,0.551
9.07,8.12788,11.4009,11.5619,8.10812,rf0737 ,0.91,0.844958
8.87,8.9146,11.0119,11.1569,7.64269,rf0738 ,0.83,0.888
8.43,7.56812,10.8709,10.9019,8.66537,rf0739 ,0.89,0.790517
7.49,7.64384,10.4842,10.7781,8.18519,rf0740 ,0.91,0.859298
8.45,7.77933,10.9649,10.9089,9.15391,rf0741 ,0.61,0.635142
10.29,8.5713,11.8579,11.7759,9.95481,rf0742 ,0.75,0.761945
8.29,7.62706,10.8002,10.8714,8.23628,rf0743 ,0.76,0.788912
7.77,6.70612,10.6537,10.7768,9.28176,rf0744 ,0.26,0.245028
7.79,7.0,10.9679,10.9349,9.07293,rf0745 ,0.38,0.375775
8.21,6.70728,10.7803,10.8512,8.59519,rf0746 ,0.19,0.191487
7.69,7.63477,10.5331,10.7723,8.21051,rf0747 ,0.48,0.502306
10.03,9.05721,11.4989,11.5919,8.75977,rf0748 ,0.44,0.448881
8.07,8.29114,10.6694,10.8198,8.24118,rf0749 ,0.65,0.672939
8.57,8.32159,10.8989,10.9389,9.08178,rf0750 ,0.36,0.533913
7.49,6.83672,10.8989,10.9389,9.13311,rf0751 ,0.25,0.253323
7.73,7.27983,10.8669,10.8739,8.30188,rf0752 ,0.39,0.414242
7.87,7.9396,10.6685,10.7868,8.46709,rf0753 ,0.68,0.681228
7.81,7.14094,10.6404,10.7802,8.78774,rf0755 ,0.49,0.456826
7.97,7.4585,10.7191,10.8014,8.54188,rf0756 ,0.5,0.525584
8.09,7.32411,10.7939,10.824,9.17409,rf0757 ,0.45,0.463032
8.89,7.71023,11.1039,11.0659,9.49248,rf0758 ,0.56,0.562488
9.49,8.08902,11.3369,11.3089,9.8577,rf0759 ,0.87,0.856549
8.07,7.42681,10.6401,10.8198,8.05785,rf0760 ,0.74,0.762126
7.99,8.28316,10.7451,10.8048,8.31758,rf0761 ,0.87,0.810191
7.43,7.86316,10.5011,10.7852,8.30005,rf0762 ,0.95,0.899423
8.29,8.07552,10.8919,10.8739,9.03283,rf0763 ,0.53,0.534084
8.19,8.35407,12.4809,12.5899,8.32716,rf0764 ,0.68,0.679303
7.77,7.64395,10.7585,10.7768,8.76296,rf0765 ,0.66,0.664592
8.65,7.48088,11.7669,12.0139,9.31785,rf0767 ,0.27,0.269687
10.53,9.94726,11.7669,12.0139,9.07581,rf0768 ,0.72,0.716128
8.05,7.79745,10.6099,10.816,8.15197,rf0769 ,0.72,0.729588
9.45,7.73305,11.3519,11.2949,9.69791,rf0770 ,0.6,0.588736
9.57,8.04464,11.5389,11.3479,9.64313,rf0771 ,0.95,0.976776
7.85,7.75404,10.8699,10.8629,8.83193,rf0772 ,0.77,0.770454
7.99,8.1734,10.6765,10.8048,8.37519,rf0773 ,0.72,0.729141
7.95,7.76981,11.3569,11.3109,8.73858,rf0774 ,0.69,0.722494
7.91,7.83516,10.6975,10.7921,8.51958,rf0775 ,0.72,0.751768
8.87,8.09288,11.0779,11.0539,9.02431,rf0776 ,0.37,0.367743
8.43,7.76,10.9249,10.9019,8.89768,rf0777 ,0.51,0.510849
9.01,8.59903,11.0939,11.1119,8.81658,rf0778 ,0.87,0.870757
9.15,8.61917,11.1399,11.1659,8.84569,rf0779 ,0.51,0.612523
8.01,7.65029,10.9809,11.0139,8.63201,rf0780 ,0.77,0.75566
8.39,8.51598,10.8008,10.899,8.31468,rf0781 ,0.76,0.756455
8.05,8.01571,10.7892,10.816,8.90868,rf0782 ,0.67,0.674232
8.51,7.86044,10.8669,10.9209,8.30038,rf0783 ,0.44,0.439168
7.97,7.8385,10.7619,10.8014,8.64104,rf0784 ,0.94,0.896484
8.89,8.54928,11.0149,11.0659,8.97389,rf0785 ,0.74,0.74274
10.53,10.4323,11.7189,12.0109,9.32104,rf0786 ,0.64,0.738348
10.63,9.27544,11.9399,12.1179,9.38662,rf0787 ,0.31,0.293091
8.27,8.0744,11.7189,12.0109,8.14963,rf0788 ,0.82,0.790438
8.27,8.20343,10.7996,10.8663,8.35389,rf0789 ,0.68,0.806588
8.17,7.64146,10.7559,10.8416,8.45272,rf0790 ,0.56,0.764326
7.97,7.67771,10.7152,10.8014,8.57959,rf0791 ,0.65,0.650544
9.59,7.62851,11.2329,11.3529,9.63838,rf0792 ,0.78,0.712745
8.33,7.76425,12.4809,12.5859,8.44972,rf0793 ,0.42,0.452693
9.53,8.26846,11.3769,11.3309,9.66995,rf0794 ,0.51,0.500563
9.11,8.09659,12.4809,12.5859,9.04526,rf0795 ,0.41,0.416317
10.27,9.10977,11.6379,11.7629,9.85322,rf0796 ,0.27,0.307819
8.27,8.39529,10.7489,10.8663,8.23733,rf0797 ,0.59,0.596322
8.07,6.41609,10.8669,10.8629,9.63071,rf0798 ,0.51,0.39836
8.77,6.93744,11.2239,11.0139,9.64743,rf0799 ,0.76,0.708379
8.55,8.00442,10.7927,10.9472,8.24569,rf0800 ,0.77,0.849721
7.87,7.65452,10.4621,10.7868,7.53481,rf0801 ,0.77,0.708717
7.75,7.52832,10.6125,10.7753,8.37201,rf0802 ,0.58,0.53244
10.21,10.2205,13.4799,13.4489,8.98894,rf0803 ,0.81,0.814329
8.63,8.75663,11.0039,10.9859,9.18006,rs0001 ,0.94,0.954627
9.41,7.55791,11.2609,11.2849,9.77923,rs0002 ,0.17,0.187452
9.01,9.20325,11.2629,11.1329,9.50937,rs0003 ,0.76,0.745907
8.51,8.59423,10.6416,10.9444,8.14235,rs0004 ,0.81,0.851132
9.85,9.26455,11.4539,11.5129,9.70209,rs0005 ,0.61,0.618855
8.13,8.30816,10.7982,10.8639,8.42819,rs0006 ,0.75,0.9846
8.85,7.74893,11.0579,11.0659,8.95197,rs0007 ,0.27,0.276956
8.41,8.24801,10.9019,10.9159,9.00768,rs0009 ,0.78,0.73011
8.89,7.65486,11.1129,11.0669,9.3796,rs0010 ,0.28,0.270752
8.91,8.26669,11.0579,11.0559,9.34499,rs0011 ,0.48,0.5072
9.25,7.92159,11.2439,11.1579,9.55768,rs0012 ,0.42,0.411373
9.11,7.97669,11.1829,11.1509,9.60269,rs0013 ,0.38,0.367088
10.01,10.1897,11.4929,11.6299,8.42158,rs0014 ,0.69,0.58015
8.57,8.67737,10.9939,10.9669,9.34374,rs0015 ,0.91,0.913321
8.39,7.02625,11.1709,11.1149,9.43511,rs0016 ,0.88,0.749233
9.57,8.51589,11.3569,11.3629,9.40488,rs0017 ,0.6,0.59529
10.49,10.2433,11.7119,11.9469,8.82845,rs0018 ,0.92,0.938986
9.31,8.18306,11.2119,11.1969,9.30172,rs0019 ,0.53,0.532823
8.41,7.36829,10.8999,10.9139,9.21113,rs0020 ,0.41,0.395504
8.89,8.91213,10.9819,11.0589,8.2783,rs0021 ,0.95,0.958659
9.79,9.43835,11.3349,11.4329,9.47829,rs0022 ,0.68,0.674597
8.93,8.7852,10.9249,11.0909,8.3543,rs0023 ,0.75,0.754281
8.25,7.74935,10.7444,10.8836,8.50191,rs0024 ,0.73,0.720525
9.09,7.83327,11.0329,11.1549,9.14794,rs0025 ,0.58,0.585629
8.73,8.51861,12.8289,12.8789,7.65391,rs0026 ,0.74,0.751158
9.05,8.2007,11.0049,11.1799,7.71999,rs0027 ,0.48,0.518881
8.57,7.88219,12.8289,12.8789,7.95831,rs0028 ,0.8,0.801829
10.37,10.0274,12.8289,12.8789,9.5678,rs0029 ,0.64,0.730774
9.23,8.14403,12.8289,12.8789,9.51722,rs0030 ,0.71,0.722041
10.03,9.76736,12.8289,12.8789,9.4119,rs0031 ,0.38,0.654594
11.03,9.28362,12.8289,12.8789,9.19214,rs0032 ,0.53,0.528156
9.97,9.5549,11.3289,11.5279,8.56892,rs0033 ,0.78,0.808907
8.61,6.92417,12.8289,12.8789,9.50659,rs0034 ,0.44,0.379959
8.55,7.97924,11.0079,10.9369,9.01736,rs0035 ,0.67,0.592208
8.35,8.70656,12.8289,12.8789,8.45197,rs0037 ,0.64,0.646856
9.11,8.12529,12.8289,12.8789,8.50986,rs0038 ,0.95,0.956861
8.63,7.98318,11.3899,11.5229,8.75428,rs0039 ,0.26,0.26346
8.77,7.93116,12.8289,12.8789,8.52339,rs0040 ,0.3,0.314483
8.81,7.79401,11.0599,11.0469,9.10286,rs0041 ,0.58,0.563258
9.05,7.46439,11.2959,11.1379,9.50771,rs0042 ,0.61,0.617628
8.21,7.55727,10.8714,10.8719,8.81039,rs0043 ,0.58,0.610186
9.85,9.81897,11.3899,11.5229,8.04554,rs0044 ,0.8,0.808185
9.03,8.02133,11.0639,11.0889,8.93656,rs0045 ,0.29,0.292157
8.37,6.87645,11.3899,11.5229,9.21799,rs0046 ,0.33,0.326158
8.19,7.89685,10.8217,10.8679,9.2403,rs0047 ,0.84,0.897739
9.39,8.10134,11.3969,11.2659,9.3368,rs0048 ,0.85,0.861767
10.45,10.0375,11.6889,11.8859,8.87463,rs0049 ,0.82,0.822585
9.71,8.21788,11.6139,11.4609,9.34678,rs0050 ,0.73,0.729484
9.11,8.58465,12.2229,12.0379,9.28281,rs0051 ,0.44,0.498118
9.41,7.87106,11.6139,11.4609,9.75196,rs0052 ,0.37,0.355539
10.57,9.09853,12.2229,12.0379,9.76042,rs0053 ,0.93,0.93201
9.11,7.17028,11.2379,11.1559,9.56305,rs0054 ,0.77,0.594507
9.67,8.68979,11.7719,11.4829,10.0381,rs0055 ,0.8,0.776057
9.19,7.98297,11.7719,11.4829,9.50419,rs0056 ,0.35,0.411659
8.37,8.67604,10.7926,10.8829,8.85562,rs0057 ,0.78,0.797874
8.23,7.49522,10.7049,10.8793,8.51272,rs0058 ,0.55,0.551276
8.61,7.34675,12.6239,12.6999,9.32958,rs0059 ,0.74,0.615728
8.59,8.76184,10.8704,10.9019,8.63669,rs0060 ,0.51,0.6992
8.67,8.54001,10.9909,11.0179,9.11935,rs0062 ,0.47,0.523492
9.95,9.00289,11.3199,11.5169,9.51682,rs0063 ,0.27,0.266887
9.87,8.65407,11.7279,11.5059,9.87569,rs0064 ,0.6,0.623356
8.67,7.68853,11.0339,10.9839,8.88128,rs0065 ,0.84,0.840239
8.07,7.64619,10.7564,10.8639,9.11308,rs0066 ,0.74,0.825482
8.47,8.21412,10.8545,10.8939,8.58972,rs0067 ,0.58,0.583517
8.75,7.82425,10.9759,11.0179,9.04059,rs0068 ,0.25,0.259112
8.29,7.45252,10.8446,10.8709,8.87437,rs0069 ,0.27,0.255365
8.41,7.75756,10.9389,10.9179,9.26933,rs0070 ,0.52,0.506668
9.41,9.14681,11.0839,11.2859,8.14032,rs0071 ,0.85,0.855442
9.47,9.203,13.1599,13.2079,8.24271,rs0072 ,0.92,0.919
8.91,8.31094,13.1599,13.2079,8.39168,rs0073 ,0.75,0.767357
9.21,8.16301,13.1599,13.2079,8.64696,rs0074 ,0.65,0.66642
9.99,9.62128,13.1599,13.2079,8.72223,rs0075 ,0.9,0.885078
9.85,8.10452,11.8229,11.5089,10.0953,rs0077 ,0.83,0.84749
8.83,7.72784,12.0859,12.1779,8.84516,rs0078 ,0.37,0.38046
8.47,7.27087,12.0859,12.1779,9.40829,rs0079 ,0.33,0.353715
10.77,10.2639,12.0859,12.1779,8.75835,rs0080 ,0.95,0.961937
8.59,7.8705,10.9909,10.9659,8.98362,rs0081 ,0.45,0.492141
8.67,7.36012,11.0539,11.0149,9.08158,rs0082 ,0.59,0.610619
8.67,6.84011,11.0389,10.9869,9.7531,rs0083 ,0.52,0.417094
9.17,8.24284,11.0519,11.1499,8.74903,rs0084 ,0.42,0.449778
9.15,7.91168,11.2669,11.2149,9.42156,rs0085 ,0.66,0.655714
8.93,7.27346,11.1319,11.1029,9.57712,rs0086 ,0.79,0.787706
9.69,8.81193,12.0159,11.6199,9.82759,rs0087 ,0.6,0.675957
8.69,7.77538,12.0159,11.6199,9.62754,rs0088 ,0.52,0.648534
9.85,8.74043,12.0159,11.6199,9.79628,rs0089 ,0.52,0.469341
8.43,7.7963,12.0159,11.6199,9.58567,rs0090 ,0.3,0.268316
10.29,9.97682,11.5659,11.6799,8.91546,rs0091 ,0.84,0.859991
9.39,8.66336,11.2279,11.2319,9.16216,rs0092 ,0.45,0.447668
9.37,8.32782,11.3219,11.2589,9.64179,rs0093 ,0.71,0.729476
9.23,7.61143,11.2969,11.2229,9.60399,rs0094 ,0.25,0.252053
8.29,7.53443,11.5559,11.3459,9.41208,rs0095 ,0.35,0.403687
9.59,8.92069,11.5559,11.3459,9.60896,rs0096 ,0.64,0.781905
8.83,7.57981,11.2159,11.0729,9.39359,rs0097 ,0.83,0.683218
9.31,8.40153,11.0759,11.2259,9.03846,rs0098 ,0.29,0.334062
8.51,7.05398,11.0159,10.9779,9.27494,rs0099 ,0.39,0.387006
11.05,8.99889,12.7109,12.8399,9.85112,rs0100 ,0.5,0.579154
10.87,10.2991,12.1909,12.4379,9.64271,rs0101 ,0.65,0.798326
9.03,8.76829,12.7109,12.8399,9.29113,rs0102 ,0.67,0.687156
9.79,8.44254,11.3949,11.4699,9.91693,rs0103 ,0.35,0.370069
9.47,8.8784,11.2069,11.2799,8.36816,rs0104 ,0.81,0.81388
8.93,7.2921,11.8319,11.8409,9.60104,rs0105 ,0.24,0.24021
8.77,7.42565,11.8319,11.8409,8.97416,rs0106 ,0.71,0.930845
10.53,9.43254,11.8319,11.8409,9.07581,rs0107 ,0.41,0.487722
9.09,8.74325,11.8319,11.8409,9.51601,rs0108 ,0.5,0.535231
10.59,8.92963,11.7509,11.9889,9.49757,rs0109 ,0.19,0.20487
8.81,8.81448,10.7962,11.0149,8.08532,rs0110 ,0.69,0.700778
8.75,7.92562,10.9119,10.9279,9.21302,rs0111 ,0.37,0.35898
10.71,9.70926,12.2409,12.2599,9.47697,rs0112 ,0.67,0.674492
10.31,9.34065,11.5909,11.7129,9.36853,rs0113 ,0.37,0.400502
9.37,7.9887,11.3999,11.2619,9.71902,rs0114 ,0.86,0.869554
8.27,6.92476,10.9379,10.9109,9.60992,rs0115 ,0.5,0.818322
10.27,9.4166,11.6379,11.7599,8.8657,rs0117 ,0.64,0.642888
9.07,7.84319,11.1699,11.1379,9.43129,rs0118 ,0.57,0.558114
8.61,7.34963,10.9579,10.9639,9.64555,rs0119 ,0.58,0.749413
9.51,7.932,11.4099,11.3369,9.6187,rs0120 ,0.35,0.393386
9.71,9.05553,11.4619,11.3999,10.0688,rs0121 ,0.86,0.827963
8.43,7.34379,11.0099,10.9179,9.62869,rs0122 ,0.55,0.537602
8.73,8.04741,11.0659,11.0129,9.18229,rs0123 ,0.84,0.824076
8.79,7.11103,11.1529,11.1149,9.69051,rs0124 ,0.23,0.240281
10.67,9.53309,12.0129,12.2719,9.21219,rs0125 ,0.44,0.448753
8.95,8.70986,12.0129,12.2719,8.3383,rs0126 ,0.52,0.544642
9.25,9.0042,12.0129,12.2719,9.17468,rs0127 ,0.92,0.909721
9.45,8.81294,11.2369,11.2959,9.45134,rs0128 ,0.92,0.910726
9.77,8.77381,12.6299,12.3029,9.68869,rs0129 ,0.8,0.862857
8.53,7.66612,12.6299,12.3029,9.57714,rs0130 ,0.45,0.480772
10.77,10.1348,12.0359,12.2629,8.7752,rs0131 ,0.79,0.796307
8.25,7.72431,10.7723,10.8769,9.38623,rs0132 ,0.38,0.378416
10.19,8.58115,12.6299,12.3029,9.67168,rs0133 ,0.48,0.418675
10.63,8.65998,12.6299,12.3029,9.90532,rs0134 ,0.29,0.299982
9.75,8.73428,11.4469,11.3139,9.58554,rs0135 ,0.94,0.946671
10.45,9.48683,11.7079,11.7079,9.30399,rs0136 ,0.36,0.462087
9.07,8.68984,11.7079,11.7079,8.27294,rs0137 ,0.62,0.615847
8.61,8.10135,10.9239,10.9429,9.15549,rs0138 ,0.36,0.362218
8.15,8.02269,10.9239,10.9429,9.06892,rs0139 ,0.64,0.6651
8.45,8.11281,11.2469,11.1389,9.23129,rs0140 ,0.71,0.711049
8.93,8.13432,11.2469,11.1389,9.55368,rs0141 ,0.29,0.29685
9.81,8.63713,11.5069,11.5049,9.53133,rs0142 ,0.37,0.458256
9.65,8.80094,11.4519,11.4139,9.50067,rs0143 ,0.52,0.750725
9.41,9.0777,11.4249,11.3359,9.73758,rs0145 ,0.51,0.50896
9.07,7.66828,12.0049,11.7519,10.1395,rs0146 ,0.35,0.218804
9.29,8.51635,11.3429,11.2229,9.75778,rs0147 ,0.87,0.889232
10.27,8.69366,12.0049,11.7519,10.0234,rs0148 ,0.79,0.818492
8.99,8.15266,11.4249,11.3359,8.88662,rs0149 ,0.43,0.431318
8.81,7.65777,11.0569,11.0389,9.4476,rs0150 ,0.41,0.408732
8.69,7.6443,11.1019,10.9959,9.732,rs0151 ,0.45,0.456277
8.87,8.20391,11.1199,11.1569,8.81628,rs0152 ,0.73,0.739762
9.17,7.82007,11.2689,11.2899,9.59975,rs0153 ,0.6,0.585301
8.53,7.74679,10.9269,10.9229,8.55514,rs0154 ,0.45,0.44984
10.45,10.1279,12.1429,12.1999,9.10916,rs0155 ,0.89,0.898514
9.35,8.64061,11.3329,11.2549,9.70179,rs0156 ,0.77,0.75045
8.43,7.20655,10.9059,10.9139,9.15139,rs0157 ,0.67,0.804809
8.49,7.49446,12.1429,12.1999,8.82287,rs0158 ,0.67,0.671395
10.43,9.44107,12.1429,12.1999,9.08519,rs0159 ,0.71,0.90371
8.69,7.9856,12.0479,11.9319,9.05672,rs0160 ,0.42,0.401454
8.29,8.56945,12.0479,11.9319,7.8881,rs0161 ,0.85,0.849732
10.57,9.25573,12.0479,11.9319,9.66477,rs0162 ,0.52,0.528334
9.61,8.72348,11.3949,11.3549,9.33242,rs0163 ,0.62,0.691405
8.59,8.67947,10.5494,10.965,7.5139,rs0164 ,0.95,0.993077
8.71,8.23863,11.1029,11.0989,8.99567,rs0165 ,0.43,0.432414
10.03,8.29578,11.5149,11.5719,10.0554,rs0166 ,0.21,0.213544
8.57,8.23122,11.1029,11.0989,9.13694,rs0167 ,0.37,0.359024
9.03,7.82301,11.2089,11.1229,9.67065,rs0168 ,0.54,0.560541
10.09,9.63071,11.4489,11.5689,8.7685,rs0169 ,0.44,0.461285
8.53,8.31179,10.9629,10.9349,8.87045,rs0170 ,0.76,0.761967
8.71,7.8696,10.9819,10.9989,8.74433,rs0171 ,0.33,0.357671
9.23,8.06083,11.2319,11.2029,9.13088,rs0172 ,0.55,0.568
8.37,8.76259,10.8265,10.8989,8.57416,rs0173 ,0.74,0.723958
8.69,7.88314,11.4409,11.4899,9.60992,rs0174 ,0.35,0.359688
9.81,8.22178,11.4409,11.4899,9.39635,rs0175 ,0.19,0.225118
8.73,7.52015,11.0329,11.0109,9.09988,rs0176 ,0.81,0.810887
8.29,8.0819,10.8667,10.8779,9.01247,rs0177 ,0.95,0.949
8.65,8.69141,10.9529,10.9699,8.75997,rs0178 ,0.62,0.578788
8.79,7.8945,10.9899,10.9839,9.31818,rs0179 ,0.67,0.696314
8.99,7.80482,11.1349,11.1659,9.26982,rs0180 ,0.9,0.949704
10.55,9.87793,12.0079,12.1199,9.37497,rs0181 ,0.89,0.887
9.19,8.30798,11.1069,11.1609,9.01154,rs0182 ,0.86,0.830306
9.85,9.69224,11.4999,11.5259,9.35766,rs0183 ,0.52,0.703012
8.41,7.55843,10.8179,10.8829,9.44559,rs0184 ,0.32,0.327404
9.43,8.15098,11.2139,11.2879,9.75027,rs0185 ,0.34,0.343718
8.57,7.84009,10.9519,10.9509,8.94343,rs0186 ,0.9,0.921537
9.59,9.09785,11.1979,11.3849,8.38559,rs0187 ,0.9,0.91517
9.47,8.1802,11.3899,11.3389,9.70131,rs0188 ,0.88,0.882907
9.97,8.8198,11.8829,11.8929,9.63449,rs0189 ,0.33,0.468486
10.23,8.99615,11.8829,11.8929,9.3588,rs0190 ,0.55,0.539584
10.65,9.25404,12.8759,13.1209,9.18465,rs0191 ,0.37,0.422011
9.03,7.5943,11.8829,11.8929,9.59922,rs0192 ,0.79,0.795
9.19,7.7845,11.8829,11.8929,9.6459,rs0193 ,0.62,0.62624
9.91,9.76173,12.8759,13.1209,8.35625,rs0194 ,0.61,0.655032
10.01,8.31679,11.8749,11.8909,9.69886,rs0195 ,0.59,0.628716
10.83,9.56993,12.8759,13.1209,9.0696,rs0196 ,0.82,0.821885
10.79,9.85344,12.8759,13.1209,9.12599,rs0197 ,0.61,0.811196
8.99,9.49125,12.8759,13.1209,7.76273,rs0198 ,0.94,0.947482
8.75,8.48573,12.8759,13.1209,7.6739,rs0199 ,0.95,0.929925
9.17,8.37144,12.8759,13.1209,8.20812,rs0200 ,0.9,0.926069
10.17,9.32442,11.5509,11.6879,9.23599,rs0201 ,0.68,0.682062
10.27,9.6571,11.8749,11.8909,9.58108,rs0202 ,0.44,0.467318
9.59,8.82966,12.4559,12.4089,8.40152,rs0203 ,0.82,0.946002
8.89,8.60491,12.8759,13.1209,7.8139,rs0204 ,0.72,0.669506
10.87,9.68812,12.4559,12.4089,9.07423,rs0205 ,0.88,0.873218
9.71,8.79673,11.4259,11.4909,9.30552,rs0206 ,0.37,0.44347
8.03,7.22824,10.7188,10.8382,9.30793,rs0207 ,0.51,0.158601
10.63,9.12014,12.0939,12.1879,9.67268,rs0208 ,0.51,0.531438
9.55,9.12916,11.3519,11.3329,8.66886,rs0209 ,0.89,0.97171
8.37,7.94557,11.4259,11.4909,9.39978,rs0210 ,0.94,0.939428
9.83,9.18499,11.3279,11.4709,8.91261,rs0211 ,0.47,0.567163
8.67,7.82915,11.0729,11.0309,9.38475,rs0212 ,0.64,0.680571
8.81,7.27573,11.0879,10.9819,9.39338,rs0213 ,0.78,0.829916
9.09,8.33717,11.0889,11.1449,8.87337,rs0214 ,0.88,0.864241
8.31,7.78798,10.9009,10.9039,8.69097,rs0215 ,0.66,0.664175
8.47,7.44904,10.9029,10.9249,8.89763,rs0216 ,0.3,0.29927
8.09,7.69462,10.7217,10.8501,8.90377,rs0217 ,0.93,0.925
9.01,7.89637,11.2199,11.1429,9.50816,rs0218 ,0.49,0.489812
7.97,8.30126,10.8247,10.8639,8.77128,rs0219 ,0.8,0.798148
8.51,7.99955,10.9949,10.9529,8.89465,rs0220 ,0.9,0.892658
9.29,8.43897,11.2459,11.2379,9.28557,rs0221 ,0.84,0.861921
9.81,8.08024,11.6349,11.4339,9.86798,rs0222 ,0.44,0.440919
8.39,7.63951,11.6349,11.4339,8.37786,rs0223 ,0.2,0.372285
8.55,7.9899,10.9109,10.9339,8.24798,rs0224 ,0.58,0.606941
9.31,8.81138,11.2239,11.1879,9.55142,rs0225 ,0.53,0.499286
8.95,8.42199,11.0929,11.0629,9.73339,rs0226 ,0.62,0.652222
9.89,8.09965,11.6219,11.4619,9.96421,rs0227 ,0.93,0.886094
8.53,8.57437,10.9679,10.9389,8.61762,rs0228 ,0.88,0.878162
8.33,8.50853,10.5594,10.9014,8.11049,rs0230 ,0.83,0.835539
9.33,8.47012,11.2199,11.2199,9.32785,rs0231 ,0.36,0.38886
8.53,7.57546,11.0039,10.9599,9.5976,rs0232 ,0.35,0.338814
8.19,7.6177,11.0039,10.9599,9.15136,rs0233 ,0.46,0.515421
9.01,8.19267,11.0269,11.1059,9.32615,rs0234 ,0.38,0.384076
8.01,7.51425,10.5355,10.8343,8.92369,rs0235 ,0.4,0.408003
8.67,7.55873,11.0049,10.9829,8.68963,rs0236 ,0.31,0.336436
9.81,9.86607,11.1509,11.4509,8.93184,rs0237 ,0.66,0.68841
8.01,7.7797,10.6487,10.8343,8.53051,rs0238 ,0.52,0.509848
9.91,9.04666,11.9019,11.8699,8.66704,rs0239 ,0.3,0.319575
10.03,8.99851,11.9019,11.8699,9.76242,rs0240 ,0.88,0.735471
8.83,8.87403,11.0109,11.0359,8.78178,rs0241 ,0.8,0.833095
9.23,8.05932,12.1759,11.9749,9.58224,rs0242 ,0.28,0.281736
9.77,8.30041,11.7639,11.4379,9.95926,rs0243 ,0.78,0.779253
10.53,8.73536,12.1759,11.9749,10.1982,rs0244 ,0.4,0.351499
7.63,7.25276,10.139,10.765,9.03665,rs0245 ,0.52,0.520605
8.51,8.83573,11.0059,10.9419,8.91093,rs0246 ,0.86,0.832512
8.37,8.08541,10.9519,10.9099,9.33984,rs0247 ,0.58,0.58857
8.11,7.88524,10.6572,10.8542,8.43758,rs0248 ,0.83,0.869241
8.45,7.72925,11.7069,11.8389,9.30791,rs0249 ,0.4,0.416169
10.43,10.0468,11.7069,11.8389,9.84464,rs0250 ,0.53,0.567166
8.57,7.60299,11.7069,11.8389,8.7903,rs0251 ,0.49,0.481971
8.21,7.24505,10.7254,10.875,9.1693,rs0252 ,0.29,0.29367
10.45,9.91694,11.7319,11.8309,8.85224,rs0253 ,0.67,0.556046
10.13,8.58842,11.6589,11.6529,9.72658,rs0254 ,0.5,0.485919
8.85,7.94536,11.2259,11.1399,9.64875,rs0255 ,0.41,0.434376
9.31,8.277,11.9539,11.6629,9.72776,rs0256 ,0.63,0.622943
8.69,8.07609,11.2259,11.1399,9.19773,rs0257 ,0.87,0.866288
8.41,7.63135,10.8612,10.8979,9.52289,rs0258 ,0.38,0.544
9.83,9.12815,11.9539,11.6629,10.0625,rs0259 ,0.8,0.793283
